idiom,freq
耸人听闻,378
自知之明,378
单枪匹马,377
危言耸听,377
流于形式,377
游刃有余,377
眉飞色舞,377
老少边穷,377
一字一句,376
不自由,376
张灯结彩,376
欢呼雀跃,376
熟视无睹,376
自由竞争,376
花花公子,376
一跃而起,375
半途而废,375
各自为政,375
强加于人,375
既得利益,375
弥留之际,374
无懈可击,374
胆战心惊,374
表面文章,374
青山绿水,374
学龄儿童,373
应接不暇,373
意犹未尽,373
相形之下,373
移风易俗,373
迎头赶上,373
一朝一夕,372
不紧不慢,372
偷工减料,372
政治意识,372
昏迷不醒,372
汗流浃背,372
不惑之年,371
失声痛哭,371
悲欢离合,371
热血沸腾,371
自我牺牲,371
身经百战,371
一刹那间,370
不可告人,370
人来人往,370
惴惴不安,370
据理力争,370
数不胜数,370
欺行霸市,370
胡作非为,370
蹑手蹑脚,370
化险为夷,369
堆积如山,369
孜孜以求,369
生生不息,369
笑容可掬,369
麻木不仁,369
一举成名,368
不一而足,368
不闻不问,368
久负盛名,368
传为佳话,368
不在话下,367
人才辈出,367
休养生息,367
名符其实,367
忘恩负义,367
美不胜收,367
再而三,366
山山水水,366
玩世不恭,366
功亏一篑,365
毫无用处,365
背井离乡,365
财经纪律,365
送货上门,365
义愤填膺,364
令人深思,364
平心而论,364
心领神会,364
忍气吞声,364
抱不平,364
芸芸众生,364
风驰电掣,364
一网打尽,363
大打出手,363
天灾人祸,363
标新立异,363
社会群体,363
不甘示弱,362
嗤之以鼻,362
一气之下,361
争分夺秒,361
左右为难,361
法律面前,361
通宵达旦,361
黯然失色,361
大摇大摆,360
拍手称快,360
肺腑之言,360
莘莘学子,360
高谈阔论,360
大举进攻,359
摇摇欲坠,359
日臻完善,359
望尘莫及,359
游人如织,359
滚雪球,359
趋利避害,359
书呆子,358
催人泪下,358
取信于民,358
挖空心思,358
无所畏惧,358
一五一十,357
不翼而飞,357
光彩照人,357
关税壁垒,357
如饥似渴,357
流血牺牲,357
而立之年,357
不可同日而语,356
悄无声息,356
马马虎虎,356
不眠之夜,355
人浮于事,355
危在旦夕,355
孤注一掷,355
无言以对,355
昙花一现,355
死于非命,355
百年大计,355
负债累累,355
飞来飞去,355
另辟蹊径,354
四分五裂,354
模棱两可,354
胡言乱语,354
一门心思,353
东倒西歪,353
声嘶力竭,353
小打小闹,353
独辟蹊径,353
蒙在鼓里,353
蔚为壮观,353
踱来踱去,353
一拍即合,352
受宠若惊,352
因循守旧,352
夷为平地,352
奋起直追,352
无私无畏,352
昏昏沉沉,352
约定俗成,352
公平交易,351
名不虚传,351
含辛茹苦,351
听天由命,351
呼之欲出,351
一举两得,350
一以贯之,350
众目睽睽,350
善解人意,350
心情沉重,350
走南闯北,350
一溜烟,349
党纪国法,349
如醉如痴,349
无不及,349
深情厚谊,349
炙手可热,349
立党为公,349
宣告破产,348
思想斗争,348
悲痛欲绝,348
摇身一变,348
汪洋大海,348
上气不接下气,347
形影不离,347
惊叹不已,347
推心置腹,347
满怀希望,347
见多识广,347
各显神通,346
无地自容,346
人声鼎沸,345
公私合营,345
头晕目眩,345
寓教于乐,345
平起平坐,345
谈情说爱,345
轻重缓急,345
不明不白,344
危急关头,344
如痴如醉,344
执迷不悟,344
有所不为,344
节骨眼,344
欢欢喜喜,343
毕恭毕敬,343
真才实学,343
称心如意,343
立足之地,343
有求必应,342
水涨船高,342
生机盎然,342
违法必究,342
不省人事,341
人迹罕至,341
如虎添翼,341
平分秋色,341
开足马力,341
据为己有,341
有口皆碑,341
海阔天空,341
趋之若鹜,341
闻所未闻,341
不过如此,340
大大方方,340
稳扎稳打,340
英雄好汉,340
贪官污吏,340
不分昼夜,339
敲锣打鼓,339
无政府状态,339
无法无天,339
灵魂深处,339
环顾四周,339
男女老幼,339
不甘寂寞,338
原来如此,338
岂有此理,338
心事重重,338
扶老携幼,338
置之度外,338
衣衫褴褛,338
不堪回首,337
千钧一发,337
各得其所,337
含糊不清,337
奔走相告,337
薄利多销,337
定时炸弹,336
张声势,336
神采奕奕,336
言简意赅,336
个人得失,335
原原本本,335
大喝一声,335
大雅之堂,335
必经之路,335
拳打脚踢,335
林林总总,335
真心诚意,335
等价交换,335
走下坡路,335
卧薪尝胆,334
惊涛骇浪,334
毁于一旦,334
论资排辈,334
一丝一毫,333
三足鼎立,333
信誓旦旦,333
前仆后继,333
十有八九,333
哭哭啼啼,333
死去活来,333
痛不欲生,333
排山倒海,332
能工巧匠,332
虎视眈眈,332
过来人,332
三天两头,331
人尽其才,331
出奇制胜,331
头面人物,331
尽力而为,331
忍辱负重,331
怦然心动,331
扶摇直上,331
数罪并罚,331
穷乡僻壤,331
连绵不断,331
一炮打响,330
不着边际,330
保质保量,330
千言万语,330
坚持到底,330
平平安安,330
掷地有声,330
数一数二,330
无计可施,330
狂轰滥炸,330
登峰造极,330
一往无前,329
万般无奈,329
世界末日,329
供认不讳,329
异曲同工,329
志在必得,329
深不可测,329
灵活运用,329
穷凶极恶,329
莫须有,329
虚张声势,329
西装革履,329
长驱直入,329
一拥而上,328
不由分说,328
为非作歹,328
包罗万象,328
学以致用,328
尽收眼底,328
年逾古稀,328
废寝忘食,328
指手画脚,328
残缺不全,328
百思不得,328
言谈举止,328
万不得已,327
劳民伤财,327
天文数字,327
晕头转向,327
纸上谈兵,327
色彩鲜艳,327
财大气粗,327
赤子之心,327
高风亮节,327
冠冕堂皇,326
哄抬物价,326
无所顾忌,326
灵丹妙药,326
社会政策,326
荣辱与共,326
诉诸武力,326
青黄不接,326
合二为一,325
名存实亡,325
将信将疑,325
开诚布公,325
罪大恶极,325
英勇牺牲,325
交口称赞,324
低级趣味,324
团结互助,324
天真烂漫,324
暴露无遗,324
社会分工,324
神魂颠倒,324
绊脚石,324
青红皂白,324
不治之症,323
年代久远,323
拥挤不堪,323
整齐划一,323
无可挑剔,323
洋洋得意,323
百思不得其解,323
不务正业,322
不怀好意,322
娓娓道来,322
家破人亡,322
得天下,322
旁若无人,322
无孔不入,322
妙趣横生,321
对内对外,321
莫衷一是,321
融会贯通,321
赶时髦,321
轻举妄动,321
非常时期,321
风水宝地,321
不足为怪,320
事到如今,320
大汗淋漓,320
心服口服,320
怨声载道,320
神采飞扬,320
误入歧途,320
难以估量,320
一扫而光,319
三番五次,319
心心相印,319
无所不包,319
百废待兴,319
稀奇古怪,319
胆小鬼,319
驰名中外,319
匪夷所思,318
奇形怪状,318
如日中天,318
日积月累,318
汹涌澎湃,318
症结所在,318
金光闪闪,318
风餐露宿,318
一是一,317
不尽人意,317
功夫不负有心人,317
和颜悦色,317
所向披靡,317
振振有词,317
血肉模糊,317
顶天立地,317
嚎啕大哭,316
步履艰难,316
美中不足,316
南来北往,315
寻欢作乐,315
忘乎所以,315
患难与共,315
时过境迁,315
神秘莫测,315
粉身碎骨,315
节省开支,315
血浓于水,315
调兵遣将,315
听之任之,314
回心转意,314
大公无私,314
市场预测,314
无暇顾及,314
炉火纯青,314
硝烟弥漫,314
简明扼要,314
重见天日,314
八仙过海,313
小巧玲珑,313
心灰意冷,313
指手划脚,313
无价之宝,313
猝不及防,313
笑容满面,313
随机应变,313
震惊中外,313
音容笑貌,313
不置可否,312
价值连城,312
合而为一,312
大功告成,312
开动脑筋,312
斤斤计较,312
债台高筑,311
大兴土木,311
情真意切,311
方便之门,311
有惊无险,311
步履蹒跚,311
精神振奋,311
老泪纵横,311
轻装上阵,311
门庭若市,311
唉声叹气,310
大小不一,310
心地善良,310
白衣天使,310
初出茅庐,309
发家致富,309
当仁不让,309
感激不尽,309
活灵活现,309
炯炯有神,309
空空如也,309
身强力壮,309
不明真相,308
五脏六腑,308
心悦诚服,308
浓墨重彩,308
精神饱满,308
纷纷扬扬,308
自得其乐,308
证据确凿,308
顾此失彼,308
头破血流,307
身败名裂,307
不毛之地,306
杂草丛生,306
欲言又止,306
浩如烟海,306
行政责任,306
重返家园,306
主心骨,305
剑拔弩张,305
叽叽喳喳,305
周而复始,305
忧国忧民,305
挥手致意,305
深更半夜,305
潸然泪下,305
相濡以沫,305
自圆其说,305
一场空,304
各有千秋,304
尽人皆知,304
庄严肃穆,304
险象环生,304
意中人,303
活蹦乱跳,303
的的确确,303
不堪一击,302
主持正义,302
博采众长,302
大行其道,302
问心无愧,302
不辱使命,301
争取时间,301
交头接耳,301
前功尽弃,301
尘土飞扬,301
灯红酒绿,301
自觉自愿,301
辞旧迎新,301
一草一木,300
不能自己,300
令人神往,300
和盘托出,300
寸步难行,300
朦朦胧胧,300
杀手锏,300
精心培育,300
自暴自弃,300
花言巧语,300
锐意改革,300
风雨无阻,300
一片汪洋,299
保驾护航,299
养家糊口,299
形同虚设,299
循规蹈矩,299
戛然而止,299
捉迷藏,299
没日没夜,299
痛下决心,299
耐心细致,299
五体投地,298
冷嘲热讽,298
想入非非,298
暗箱操作,298
游手好闲,298
难解难分,298
顷刻之间,298
飘飘然,298
鱼米之乡,298
北洋军阀,297
就事论事,297
心花怒放,297
狼吞虎咽,297
生死攸关,297
花样翻新,297
英雄本色,297
著书立说,297
言外之意,297
赤手空拳,297
迷失方向,297
风调雨顺,297
不义之财,296
典型人物,296
势不可挡,296
大势已去,296
心照不宣,296
忙不过来,296
死气沉沉,296
毕业分配,296
用之不竭,296
闭关自守,296
介绍情况,295
令人发指,295
变化多端,295
围追堵截,295
垂不朽,295
大庭广众,295
手无寸铁,295
自留地,295
跃然纸上,295
难以捉摸,295
两袖清风,294
乘虚而入,294
君主立宪,294
天南地北,294
春暖花开,294
枝繁叶茂,294
痛苦不堪,294
美味佳肴,294
乘胜追击,293
哄堂大笑,293
平淡无奇,293
忍俊不禁,293
有过之而无不及,293
束之高阁,293
生死不明,293
自作主张,293
良师益友,293
软弱涣散,293
不偏不倚,292
临危不惧,292
为天下先,292
何时何地,292
哑口无言,292
好戏连台,292
心路历程,292
横空出世,292
豪言壮语,292
一反常态,291
人云亦云,291
兴风作浪,291
按兵不动,291
旗鼓相当,291
未尝不可,291
痛哭流涕,291
身无分文,291
集大成,291
不知所云,290
强身健体,290
心慌意乱,290
打破常规,290
载入史册,290
顺藤摸瓜,290
不欢而散,289
在所不惜,289
说来说去,289
远走高飞,289
一口咬定,288
两手空空,288
公孙大娘,288
南征北战,288
天真无邪,288
担惊受怕,288
人之常情,287
千疮百孔,287
喜形于色,287
操之过急,287
春风得意,287
耳濡目染,287
说不过去,287
人心惶惶,286
功成名就,286
尽心竭力,286
巧立名目,286
死路一条,286
矢口否认,286
一片废墟,285
丰衣足食,285
如此而已,285
孪生兄弟,285
惨无人道,285
择优录取,285
摩肩接踵,285
无依无靠,285
无可挽回,285
矫揉造作,285
自成体系,285
自相残杀,285
请客送礼,285
一纸空文,284
其乐融融,284
前赴后继,284
只顾自己,284
坑坑洼洼,284
对立统一,284
忙得不可开交,284
见死不救,284
速战速决,284
避风港,284
顺其自然,284
二话不说,283
卧床不起,283
山穷水尽,283
无聊赖,283
枪林弹雨,283
登门拜访,283
粗心大意,283
自由意志,283
言传身教,283
跌宕起伏,283
过关斩将,283
不辞而别,282
划清界限,282
只争朝夕,282
大模大样,282
开宗明义,282
水乳交融,282
永垂不朽,282
满头白发,282
系统分析,282
绘声绘色,282
鱼龙混杂,282
一瘸一拐,281
平心静气,281
开天辟地,281
投身革命,281
毫不在意,281
稍纵即逝,281
一生一世,280
反其道而行,280
大是大非,280
妙不可言,280
指指点点,280
无所不能,280
根本大法,280
漫天要价,280
自由职业,280
言下之意,280
遥相呼应,280
上下打量,279
乐于助人,279
亲密无间,279
依然如故,279
光怪陆离,279
愚公移山,279
有恃无恐,279
生老病死,279
生龙活虎,279
节衣缩食,279
铿锵有力,279
长足进展,279
不出所料,278
享誉海内,278
千山万水,278
另起炉灶,278
另起炉,278
城乡差别,278
宽宏大量,278
漂洋过海,278
真人真事,278
社会名流,278
顶礼膜拜,278
一贫如洗,277
人人皆知,277
化为灰烬,277
大放异彩,277
时隐时现,277
明察暗访,277
眼泪汪汪,277
眼皮底下,277
达官贵人,277
长年累月,277
风度翩翩,277
风马牛,277
高枕无忧,277
出神入化,276
处心积虑,276
多愁善感,276
奋发有为,276
文质彬彬,276
以点带面,275
新鲜血液,275
永无止境,275
漫山遍野,275
稀里糊涂,275
立功受奖,275
金字招牌,275
不可救药,274
不测风云,274
乘风破浪,274
事关重大,274
保留意见,274
兼而有之,274
念念有词,274
敬而远之,274
洋洋洒洒,274
转瞬即逝,274
造福人民,274
一团糟,273
不辞辛苦,273
喜忧参半,273
孤立无援,273
引以为戒,273
无可比拟,273
早出晚归,273
海市蜃楼,273
积劳成疾,273
趾高气扬,273
踉踉跄跄,273
迅雷不及掩耳,273
亲眼所见,272
信口开河,272
包产到户,272
旱涝保收,272
清偿债务,272
疲于奔命,272
破烂不堪,272
荣华富贵,272
视死如归,272
金发碧眼,272
亭亭玉立,271
学识渊博,271
挑大梁,271
死心塌地,271
